index,a_lot,device,wafer_info,device_group,package,bond_wire,ship_package,final_test_output,final_test_yield,delivery_date,quality_id,release,scrapped,transistor_type,chip_configuration,lead_frame,soft_solder,ongoing_process,ongoing_input,ongoing_reject,ongoing_output,ongoing_done_date,beginning_process,beginning_input,beginning_reject,beginning_output,beginning_done_date,progress,progress2,current_step,comment_for_lot_step,progress2_comment_2
26,Z290119-2,KMZ10CM,,SEN SOT4W,SEN,AU,Schüttgut,10080.0,99.08,2019-04-12,737,True,False,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,10080.0,0.0,10080.0,2019-04-11 00:00:00,SÄGEN,10222.0,0.0,10222.0,2019-02-28 00:00:00,0.9861083936607318,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
27,Z290119-1,KMZ10CM,,SEN SOT4W,SEN,AU,Schüttgut,23203.0,99.4,2019-03-28,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,23203.0,0.0,23203.0,2019-03-28 00:00:00,SÄGEN,23517.0,0.0,23517.0,2019-02-28 00:00:00,0.9866479567972105,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
28,Z281119,KMZ10CM,O-021950463-F1: 1(TE probed); O-021950319-B0: 1(TE probed); O-021950460-F3: 1(TE probed); O-021950570-G6: 1(TE probed); O-031950473-C2: 1(TE probed); O-021950566-C0: 1(TE probed); O-021950495-A4: 1(TE probed); O-021950458-F3: 1(TE probed); O-031950349-G5: 1(TE probed); O-021950471-E5: 1(TE probed); O-031950344-C1: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,32215.0,94.7,2019-12-20,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,32215.0,0.0,32215.0,2019-12-18 00:00:00,SÄGEN,34054.0,0.0,34054.0,2019-11-28 00:00:00,0.9459975333294179,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
29,Z280819,NI1000NOTIN,,SEN SOT23,SEN,AU,TC,107369.0,99.93,2019-09-27,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,105782.0,0.0,105782.0,2019-09-24 00:00:00,SÄGEN,107954.0,0.0,107954.0,2019-09-06 00:00:00,0.979880319395298,1.0176728077348598,AUSLIEFERN,Ausgeliefert,Erledigt
30,Z280720,NI1000,O-111970994-B0: 1(TE probed); O-111971069-D0: 1(TE probed); O-111970999-F4: 1(TE probed),SEN SOT23,SEN,AU,TC,,,,0,,,,,TB 401 SEN    Ni1000,,DEFLASHEN,27200.0,0.0,27200.0,2020-08-21 00:00:00,SÄGEN,80131.0,0.0,80131.0,2020-08-06 00:00:00,0.33944416018769263,0.3407624559952895,DEFLASHEN,0 Tage vergehen nach DEFLASHEN,Läuft
31,Z280618-NI1000TC,NI1000,,SEN SOT23,SEN,AU,TC,129284.0,98.42,,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,129284.0,2308.0,126976.0,2018-07-26 00:00:00,SÄGEN,135187.0,0.0,135187.0,2018-07-07 00:00:00,0.9392619112784514,1.0070187404334965,AUSLIEFERN,757 Tage vergehen nach Auslieferung,Erledigt
32,Z280520,KMZ10CM,P-041950199-H0: 1(TE probed); P-041950303-A3: 1(TE probed); P-041950043-D7: 1(TE probed); P-041950415-G4: 1(TE probed); P-041950412-G6: 1(TE probed); P-041950128-E3: 1(TE probed); P-041950443-H1: 1(TE probed); P-041950299-E1: 1(TE probed); P-041950414-E1: 1(TE probed); P-041950323-B4: 1(TE probed); P-041950312-C2: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,31392.0,98.64,2020-07-10,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,31392.0,0.0,31392.0,2020-07-08 00:00:00,SÄGEN,32192.0,0.0,32192.0,2020-05-29 00:00:00,0.9751491053677932,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
33,Z280519,KMZ10CM,,SEN SOT4W,SEN,AU,Schüttgut,31822.0,99.22,2019-08-02,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,31822.0,0.0,31822.0,2019-08-01 00:00:00,SÄGEN,32158.0,0.0,32158.0,2019-05-30 00:00:00,0.9895515890291685,1.004228730118657,AUSLIEFERN,Ausgeliefert,Erledigt
34,Z280419,NI1000,,SEN SOT23,SEN,AU,TC,236240.0,99.94,2019-06-07,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,233338.0,0.0,233338.0,2019-06-05 00:00:00,SÄGEN,237854.0,0.0,237854.0,2019-05-07 00:00:00,0.9810135629419728,1.0242838204437108,AUSLIEFERN,Ausgeliefert,Erledigt
35,Z280320,KMZ10CM,O-021950304-H0: 1(TE probed); O-021950230-F6: 1(TE probed); O-021950200-A3: 1(TE probed); O-021950196-E1: 1(TE probed); O-021950151-E6: 1(TE probed); O-021950199-D7: 1(TE probed); O-021950306-E3: 1(TE probed); O-021950257-B3: 1(TE probed); O-021950152-H1: 1(TE probed); O-021950198-B4: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,31345.0,99.77,2020-04-24,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,31345.0,0.0,31345.0,2020-04-24 00:00:00,SÄGEN,31681.0,0.0,31681.0,2020-03-22 00:00:00,0.9893942741706385,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
36,Z280319,KMZ10CM,,SEN SOT4W,SEN,AU,Schüttgut,34451.0,99.81,2019-06-07,794,True,False,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,34451.0,0.0,34451.0,2019-05-23 00:00:00,SÄGEN,34742.0,0.0,34742.0,2019-04-03 00:00:00,0.9916239709861263,1.000058056837644,AUSLIEFERN,Ausgeliefert,Erledigt
37,Z280220,NI1000NOTIN,O-061770240-F6: 1(TE probed); O-061770239-A6: 1(TE probed),SEN SOT23,SEN,AU,TC,49667.0,99.85,2020-03-13,971,True,False,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,46377.0,0.0,46377.0,2020-03-13 00:00:00,SÄGEN,50591.0,0.0,50591.0,2020-03-09 00:00:00,0.9167045521930778,1.0062706127408436,AUSLIEFERN,Ausgeliefert,Erledigt
38,Z280120,KMZ10CM,O-031950274-D0: 1(TE probed); O-031950287-H0: 1(TE probed); O-031950291-E3: 1(TE probed); O-031950249-C1: 1(TE probed); O-031950220-B6: 1(TE probed); O-031950281-A1: 1(TE probed); O-031950303-E7: 1(TE probed); O-031950300-F1: 1(TE probed); O-031950273-A5: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,28009.0,98.93,2020-02-21,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,28009.0,0.0,28009.0,2020-02-17 00:00:00,SÄGEN,28322.0,0.0,28322.0,2020-01-29 00:00:00,0.9889485205847045,1.0010006790322004,AUSLIEFERN,Ausgeliefert,Erledigt
39,Z270818,KMZ10CM,,SEN SOT4W,SEN,AU,Schüttgut,33850.0,99.48,2018-10-26,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,33850.0,0.0,33850.0,2018-10-25 00:00:00,SÄGEN,34437.0,0.0,34437.0,2018-09-03 00:00:00,0.9829543804628742,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
40,Z270620,NI1000,O-111971036-F2: 1(TE probed); O-111971045-H1: 1(TE probed); O-111971049-B7: 1(TE probed); O-111970828-F6: 1(TE probed); O-111970676-F7: 1(TE probed); O-111970975-C2: 1(TE probed),SEN SOT23,SEN,AU,TC,160454.0,99.94,2020-07-24,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,158793.0,0.0,158793.0,2020-07-22 00:00:00,SÄGEN,161079.0,0.0,161079.0,2020-06-30 00:00:00,0.9858082059113851,1.0128654896157576,AUSLIEFERN,Ausgeliefert,Erledigt
41,Z270618-NI1000TC,NI1000,,SEN SOT23,SEN,AU,TC,135200.0,99.07,,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,135200.0,105.0,135095.0,2018-07-26 00:00:00,SÄGEN,135187.0,0.0,135187.0,2018-07-06 00:00:00,0.999319461190795,1.0274868612194918,AUSLIEFERN,757 Tage vergehen nach Auslieferung,Erledigt
42,Z270518-NI1000TC,NI1000,,SEN SOT23,SEN,AU,TC,190870.0,99.67,,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,190517.0,3812.0,186705.0,2018-06-19 00:00:00,SÄGEN,188454.0,0.0,188454.0,2018-05-30 00:00:00,0.990719220605559,1.0400987148133498,AUSLIEFERN,794 Tage vergehen nach Auslieferung,Erledigt
43,Z270419,NI1000,,SEN SOT23,SEN,AU,TC,184018.0,99.85,2019-05-31,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,183020.0,0.0,183020.0,2019-05-29 00:00:00,SÄGEN,189925.0,0.0,189925.0,2019-05-05 00:00:00,0.9636435435040147,1.030790806125495,AUSLIEFERN,Ausgeliefert,Erledigt
44,Z270320,KMZ10CM,O-021950454-D2: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,2969.0,99.8,2020-04-24,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,2969.0,0.0,2969.0,2020-04-17 00:00:00,SÄGEN,2987.0,0.0,2987.0,2020-03-22 00:00:00,0.9939738868429863,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
45,Z270319,KMZ10CM,,SEN SOT4W,SEN,AU,Schüttgut,24736.0,99.31,2019-05-24,793,False,False,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,24736.0,0.0,24736.0,2019-05-23 00:00:00,SÄGEN,25072.0,0.0,25072.0,2019-04-03 00:00:00,0.9865985960433951,1.0004044325810888,AUSLIEFERN,Ausgeliefert,Erledigt
46,Z261119,KMZ10CM,O-021950219-D7: 1(TE probed); O-021950512-A6: 1(TE probed); O-021950187-C2: 1(TE probed); O-021950518-A2: 1(TE probed); O-021950192-C0: 1(TE probed); O-021950510-D3: 1(TE probed); O-021950093-H2: 1(TE probed); O-021950549-A5: 1(TE probed); O-021950537-G3: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,14391.0,95.99,2019-12-13,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,14391.0,0.0,14391.0,2019-12-13 00:00:00,SÄGEN,15210.0,0.0,15210.0,2019-11-27 00:00:00,0.9461538461538461,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
47,Z260718,PT1000,,SEN ELINEX,SEN,AU,Schüttgut,73760.0,99.32,2018-10-26,0,,,,,TRÄGERSTREIFEN TS 115/2 AG,,AUSLIEFERN,73760.0,0.0,73760.0,2018-10-25 00:00:00,SÄGEN,67000.0,0.0,67000.0,2018-08-08 00:00:00,1.1008955223880597,1.1136610701775578,AUSLIEFERN,Ausgeliefert,Erledigt
48,Z260620,ZNI1000,,SEN SOT23,SEN,AU,TA,49204.0,98.74,,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,48728.0,0.0,48728.0,2020-07-14 00:00:00,SÄGEN,50442.0,0.0,50442.0,2020-07-01 00:00:00,0.966020379842195,1.012677168627125,AUSLIEFERN,38 Tage vergehen nach Auslieferung,Erledigt
49,Z260618-NI1000TC,NI1000,,SEN SOT23,SEN,AU,TC,159279.0,99.65,,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,159279.0,597.0,158682.0,2018-07-19 00:00:00,SÄGEN,160349.0,0.0,160349.0,2018-07-04 00:00:00,0.9896039264354627,1.0216587903526957,AUSLIEFERN,764 Tage vergehen nach Auslieferung,Erledigt
50,Z260518-NI1000TC,NI1000,,SEN,SEN,,,53370.0,95.51,,0,,,,,,,AUSLIEFERN,51001.0,950.0,50051.0,2018-06-19 00:00:00,SÄGEN,52849.0,0.0,52849.0,2018-05-28 00:00:00,0.9470567087362107,1.0413840456077565,AUSLIEFERN,794 Tage vergehen nach Auslieferung,Erledigt
51,Z260419,NI1000,,SEN SOT23,SEN,AU,TC,186776.0,99.86,2019-05-17,771,True,False,,,TB 401 SEN    Ni1000,,AUSLIEFERN,184480.0,0.0,184480.0,2019-05-16 00:00:00,SÄGEN,188398.0,0.0,188398.0,2019-05-02 00:00:00,0.9792036008874829,1.0225937340635463,AUSLIEFERN,Ausgeliefert,Erledigt
52,Z260320,NI1000,O-041970213-F5: 1(TE probed); O-041970236-G4: 1(TE probed); O-041970237-B4: 1(TE probed); O-041970343-A6: 1(TE probed); O-041970340-B0: 1(TE probed),SEN SOT23,SEN,AU,TC,127909.0,99.81,2020-04-03,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,124646.0,0.0,124646.0,2020-04-02 00:00:00,SÄGEN,129435.0,0.0,129435.0,2020-03-19 00:00:00,0.9630007339591301,1.0203085990259075,AUSLIEFERN,Ausgeliefert,Erledigt
53,Z260220,KMZ10CM,O-021950473-C0: 1(TE probed); O-021950344-B7: 1(TE probed); O-021950347-B5: 1(TE probed); O-021950346-G5: 1(TE probed); O-021950341-C1: 1(TE probed); O-021950470-C2: 1(TE probed); O-021950342-E4: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,21521.0,99.65,2020-03-20,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,21521.0,0.0,21521.0,2020-03-16 00:00:00,SÄGEN,21646.0,0.0,21646.0,2020-03-01 00:00:00,0.994225261018202,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
54,Z251018,TSIC,,SEN ELINEX,SEN,AU,Schüttgut,7245.0,98.87,2018-12-19,0,,,,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,7245.0,0.0,7245.0,2018-12-19 00:00:00,SÄGEN,7955.0,0.0,7955.0,2018-11-08 00:00:00,0.9107479572595851,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
55,Z250620,PT100,,SEN ELINEX,SEN,AU,Schüttgut,,,,1124,False,False,,,TRÄGERSTREIFEN TS 115/2 AG,,VERZINNEN,27918.0,0.0,27918.0,2020-08-20 00:00:00,SÄGEN,26000.0,0.0,26000.0,2020-07-09 00:00:00,1.0737692307692308,1.0771664480283973,VERZINNEN,Qualitätsproblem,Qualitätsproblem
56,Z250419,NI1000NOTIN,,SEN SOT23,SEN,AU,TC,50434.0,94.2,2019-06-07,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,49215.0,0.0,49215.0,2019-06-05 00:00:00,SÄGEN,53712.0,0.0,53712.0,2019-04-30 00:00:00,0.9162756925826631,1.0211852097771508,AUSLIEFERN,Ausgeliefert,Erledigt
57,Z250320,KMZ10CM,O-031950034-G4: 1(TE probed); O-031950304-H2: 1(TE probed); O-031950206-A1: 1(TE probed); O-031950195-C0: 1(TE probed); O-031950193-E5: 1(TE probed); O-031950156-C1: 1(TE probed); O-031950037-G2: 1(TE probed); O-031950038-B2: 1(TE probed); O-031950157-E4: 1(TE probed); O-031950155-H1: 1(TE probed); O-031950154-E6: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,34870.0,99.77,2020-04-09,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,34870.0,0.0,34870.0,2020-04-08 00:00:00,SÄGEN,35064.0,0.0,35064.0,2020-03-18 00:00:00,0.9944672598676706,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
58,Z250220,KMZ10CM,O-031950080-D4: 1(TE probed); O-031950290-C0: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,5527.0,98.78,2020-03-13,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,5527.0,0.0,5527.0,2020-03-09 00:00:00,SÄGEN,5603.0,0.0,5603.0,2020-03-01 00:00:00,0.9864358379439586,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
59,Z241018,TSIC,,SEN ELINEX,SEN,AU,Schüttgut,7817.0,98.91,2018-12-19,0,,,,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,7817.0,0.0,7817.0,2018-12-19 00:00:00,SÄGEN,7918.0,0.0,7918.0,2018-11-08 00:00:00,0.9872442535993938,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
60,Z240419,NI1000NOTIN,,SEN SOT23,SEN,AU,TC,53100.0,99.69,2019-05-17,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,51386.0,0.0,51386.0,2019-05-13 00:00:00,SÄGEN,54029.0,0.0,54029.0,2019-04-29 00:00:00,0.9510818264265487,1.0348605377102005,AUSLIEFERN,Ausgeliefert,Erledigt
61,Z240320,NI1000NOTIN,O-071990164-E1: 1(TE probed),SEN SOT23,SEN,AU,TC,13621.0,99.96,2020-04-03,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,13275.0,0.0,13275.0,2020-03-25 00:00:00,SÄGEN,13631.0,0.0,13631.0,2020-03-17 00:00:00,0.9738830606705304,1.0101202252320804,AUSLIEFERN,Ausgeliefert,Erledigt
62,Z240120,KMZ10CM,O-121850552-C0: 1(TE probed); O-121850474-D3: 1(TE probed); O-121850517-E2: 1(TE probed); O-121850527-B1: 1(TE probed); O-121850553-E3: 1(TE probed); O-121850529-F7: 1(TE probed); O-121850473-B0: 1(TE probed); O-121850476-A6: 1(TE probed); O-121850530-D4: 1(TE probed); O-121850475-F6: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,32344.0,98.65,2020-02-14,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,32344.0,0.0,32344.0,2020-02-11 00:00:00,SÄGEN,32918.0,0.0,32918.0,2020-01-24 00:00:00,0.9825627316361869,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
63,Z231018,TSIC,,SEN ELINEX,SEN,AU,Schüttgut,7603.0,99.83,2018-12-19,0,,,,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,7603.0,0.0,7603.0,2018-12-19 00:00:00,SÄGEN,7627.0,0.0,7627.0,2018-11-08 00:00:00,0.9968532843844238,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
64,Z230320,NI1000NOTIN,O-121460034-B0: 1(TE probed),SEN SOT23,SEN,AU,TC,13357.0,99.78,2020-04-03,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,12922.0,0.0,12922.0,2020-04-02 00:00:00,SÄGEN,13473.0,0.0,13473.0,2020-03-17 00:00:00,0.9591033919691234,1.0569278586618682,AUSLIEFERN,Ausgeliefert,Erledigt
65,Z230120,NI1000,O-041970388-A1: 1(TE probed); O-041970194-A5: 1(TE probed); O-041970350-F2: 1(TE probed); O-041970203-B3: 1(TE probed); O-041970390-A1: 1(TE probed),SEN SOT23,SEN,AU,TC,132742.0,99.91,2020-02-07,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,130158.0,0.0,130158.0,2020-02-06 00:00:00,SÄGEN,133927.0,0.0,133927.0,2020-01-23 00:00:00,0.9718578031315568,1.0131944606618248,AUSLIEFERN,Ausgeliefert,Erledigt
66,Z221119,ZNI1000,,SEN SOT23,SEN,AU,TA,53231.0,99.96,,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,53000.0,0.0,53000.0,2019-11-29 00:00:00,SÄGEN,53391.0,0.0,53391.0,2019-11-22 00:00:00,0.992676668352344,1.0221596497656746,AUSLIEFERN,266 Tage vergehen nach Auslieferung,Erledigt
67,Z221019,NI1000,O-081770187-F7: 1(TE probed); O-081770045-B6: 1(TE probed); O-081770225-C2: 1(TE probed); O-081770051-D7: 1(TE probed),SEN SOT23,SEN,AU,TC,103840.0,99.94,2019-11-21,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,101858.0,0.0,101858.0,2019-11-20 00:00:00,SÄGEN,105417.0,0.0,105417.0,2019-10-28 00:00:00,0.9662388419325156,1.006551707100153,AUSLIEFERN,Ausgeliefert,Erledigt
68,Z221018,TSIC,,SEN ELINEX,SEN,AU,Schüttgut,7480.0,99.06,2018-12-19,0,,,,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,7480.0,0.0,7480.0,2018-12-19 00:00:00,SÄGEN,7574.0,0.0,7574.0,2018-11-08 00:00:00,0.9875891206759968,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
69,Z220918,NI1000,,SEN SOT23,SEN,AU,TC,291023.0,99.82,2018-11-16,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,284543.0,0.0,284543.0,2018-11-15 00:00:00,SÄGEN,298160.0,0.0,298160.0,2018-10-01 00:00:00,0.9543298899919507,1.0182177976897642,AUSLIEFERN,Ausgeliefert,Erledigt
70,Z220320,NI1000NOTIN,O-071990320-B3: 1(TE probed),SEN SOT23,SEN,AU,TC,13560.0,99.78,2020-04-03,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,12804.0,0.0,12804.0,2020-03-30 00:00:00,SÄGEN,13453.0,0.0,13453.0,2020-03-17 00:00:00,0.9517579721995094,0.9640840298170319,AUSLIEFERN,Ausgeliefert,Erledigt
71,Z211119,NI1000NOTIN,O-081770062-D1: 1(TE probed); O-081770224-H2: 1(TE probed); O-081770064-A4: 1(TE probed); O-081770066-F2: 1(TE probed),SEN SOT23,SEN,AU,TC,107026.0,99.69,2019-12-06,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,105881.0,0.0,105881.0,2019-12-04 00:00:00,SÄGEN,108142.0,0.0,108142.0,2019-11-20 00:00:00,0.9790923045625196,1.0216426407302341,AUSLIEFERN,Ausgeliefert,Erledigt
72,Z211118,ZMT32,,SEN SM8,SEN,AU,TA,54481.0,93.19,,0,,,,,TB 4412S veredelt Nickel free,,AUSLIEFERN,54233.0,0.0,54233.0,2018-12-18 00:00:00,SÄGEN,53800.0,0.0,53800.0,2018-11-21 00:00:00,1.0080483271375464,1.0940910649801288,AUSLIEFERN,612 Tage vergehen nach Auslieferung,Erledigt
73,Z211018,TSIC,,SEN ELINEX,SEN,AU,Schüttgut,7138.0,98.27,2018-12-19,0,,,,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,7138.0,0.0,7138.0,2018-12-19 00:00:00,SÄGEN,7386.0,0.0,7386.0,2018-11-08 00:00:00,0.9664229623612239,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
74,Z210918,NI1000,,SEN SOT23,SEN,AU,TC,258122.0,99.45,2018-10-26,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,256642.0,0.0,256642.0,2018-10-24 00:00:00,SÄGEN,265153.0,0.0,265153.0,2018-09-30 00:00:00,0.9679015511798849,1.0159251679406538,AUSLIEFERN,Ausgeliefert,Erledigt
75,Z210820,NI1000,O-041970252-F4: 1(TE probed); O-041970201-E0: 1(TE probed); O-041970256-A2: 1(TE probed); O-111971043-C3: 1(TE probed); O-041970246-D3: 1(TE probed); O-041970322-E5: 1(TE probed); O-041970355-C3: 1(TE probed),SEN SOT23,SEN,AU,TC,,,,0,,,,,TB 401 SEN    Ni1000,,SÄGEN,185157.0,0.0,185157.0,2020-08-19 00:00:00,SÄGEN,185157.0,0.0,185157.0,2020-08-19 00:00:00,1.0,1.0,SÄGEN,2 Tage vergehen nach SÄGEN,Erledigt
76,Z210719,PT1000,,SEN ELINEX,SEN,AU,Schüttgut,73220.0,98.61,2019-10-18,0,,,,,TRÄGERSTREIFEN TS 115/2 AG,,AUSLIEFERN,73220.0,0.0,73220.0,2019-10-17 00:00:00,SÄGEN,68160.0,431.0,67729.0,2019-08-07 00:00:00,1.0810731001491236,1.100241927001157,AUSLIEFERN,Ausgeliefert,Erledigt
77,Z210420,KMZ10CM,O-021950288-B6: 1(TE probed); O-021950287-G6: 1(TE probed); O-021950289-E1: 1(TE probed); O-021950193-E3: 1(TE probed); O-021950294-D7: 1(TE probed); O-021950191-H0: 1(TE probed); O-021950253-G5: 1(TE probed); O-021950295-G2: 1(TE probed); O-021950189-H0: 1(TE probed); O-021950190-E5: 1(TE probed); O-021950211-H0: 1(TE probed),SEN SOT4W,SEN,AU,Schüttgut,33978.0,98.21,2020-06-18,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,33978.0,0.0,33978.0,2020-06-16 00:00:00,SÄGEN,34738.0,0.0,34738.0,2020-04-28 00:00:00,0.9781219413898324,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
78,Z210320,NI1000NOTIN,O-071990121-C1: 1(TE probed); O-121460034-B0: 1(TE probed),SEN SOT23,SEN,AU,TC,13343.0,99.87,2020-04-03,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,13003.0,0.0,13003.0,2020-03-24 00:00:00,SÄGEN,13361.0,0.0,13361.0,2020-03-17 00:00:00,0.9732055983833545,1.031656616947001,AUSLIEFERN,Ausgeliefert,Erledigt
79,Z210220,NI1000,O-061770244-A4: 1(TE probed); O-061770245-C7: 1(TE probed); O-061770248-C5: 1(TE probed); O-061770241-A6: 1(TE probed); O-061770247-A2: 1(TE probed); O-061770266-G3: 1(TE probed),SEN SOT23,SEN,AU,TC,153879.0,99.93,2020-03-09,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,153095.0,0.0,153095.0,2020-02-28 00:00:00,SÄGEN,157704.0,0.0,157704.0,2020-02-21 00:00:00,0.9707743620960787,1.0184809436058464,AUSLIEFERN,Ausgeliefert,Erledigt
80,Z201119,NI1000NOTIN,O-081770081-B7: 1(TE probed); O-081770240-G2: 1(TE probed),SEN SOT23,SEN,AU,TC,52761.0,99.08,2019-11-29,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,51953.0,0.0,51953.0,2019-11-27 00:00:00,SÄGEN,53966.0,0.0,53966.0,2019-11-20 00:00:00,0.9626987362413372,1.0357043180096488,AUSLIEFERN,Ausgeliefert,Erledigt
81,Z201018,TSIC,,SEN ELINEX,SEN,AU,Schüttgut,7431.0,99.68,2018-12-19,0,,,,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,7431.0,0.0,7431.0,2018-12-19 00:00:00,SÄGEN,7486.0,0.0,7486.0,2018-11-08 00:00:00,0.9926529521773978,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
82,Z200918,ZNI1000,,SEN SOT23,SEN,AU,TA,53773.0,99.91,,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,54690.0,0.0,54690.0,2018-10-10 00:00:00,SÄGEN,57000.0,3051.0,53949.0,2018-10-08 00:00:00,1.0137351943502197,1.0900067764180652,AUSLIEFERN,681 Tage vergehen nach Auslieferung,Erledigt
83,Z200820,NI1000NOTIN,O-041970244-G0: 1(TE probed); O-041970247-F6: 1(TE probed); O-041970257-C5: 1(TE probed),SEN SOT23,SEN,AU,TC,,,,0,,,,,TRÄGERBAND TB 401 L-A veredelt,,SÄGEN,79938.0,0.0,79938.0,2020-08-19 00:00:00,SÄGEN,79938.0,0.0,79938.0,2020-08-19 00:00:00,1.0,1.0,SÄGEN,2 Tage vergehen nach SÄGEN,Erledigt
84,Z200719,KMZ10CM,,SEN SOT4W,SEN,AU,Schüttgut,34520.0,98.98,2019-10-04,0,,,,,EFTEC64T-1/2H für TS117S,,AUSLIEFERN,34520.0,0.0,34520.0,2019-10-01 00:00:00,SÄGEN,34814.0,0.0,34814.0,2019-07-30 00:00:00,0.9915551215028436,1.0018574413745067,AUSLIEFERN,Ausgeliefert,Erledigt
85,Z200320,NI1000,O-071990164-E1: 1(TE probed),SEN SOT23,SEN,AU,TC,13365.0,99.66,2020-04-03,0,,,,,TB 401 SEN    Ni1000,,AUSLIEFERN,12620.0,0.0,12620.0,2020-03-31 00:00:00,SÄGEN,13631.0,0.0,13631.0,2020-03-17 00:00:00,0.9258308267918715,1.0078262258425172,AUSLIEFERN,Ausgeliefert,Erledigt
